City Name,Country Code,Year,Population,Size Category
Tumbwe,COD,2025,22.575,Fewer than 300 000
Cifunzi,COD,2025,23.335,Fewer than 300 000
Lobango,COD,2025,16.288,Fewer than 300 000
Ingende,COD,2025,23.186,Fewer than 300 000
Bogoro,COD,2025,15.274,Fewer than 300 000
Songwe,COD,2025,15.273,Fewer than 300 000
Boto,COD,2025,15.242,Fewer than 300 000
Vuyinga/Butengwa,COD,2025,16.97,Fewer than 300 000
Bubanda,COD,2025,15.2,Fewer than 300 000
Kilomines,COD,2025,19.582,Fewer than 300 000
Ubundu,COD,2025,16.242,Fewer than 300 000
Mungbere,COD,2025,16.852,Fewer than 300 000
Sidi bin nāsir,COD,2025,14.905,Fewer than 300 000
Sampwe ,COD,2025,19.859,Fewer than 300 000
Kalima 1,COD,2025,14.856,Fewer than 300 000
Pai-Kongila,COD,2025,15.536,Fewer than 300 000
Bena-Kafumbu,COD,2025,14.843,Fewer than 300 000
Bombakabo,COD,2025,14.831,Fewer than 300 000
Moku,COD,2025,14.796,Fewer than 300 000
Boga/Bonga,COD,2025,14.783,Fewer than 300 000
Ngeya-Kalamba,COD,2025,16.493,Fewer than 300 000
Sola,COD,2025,14.736,Fewer than 300 000
Dwe,COD,2025,14.7,Fewer than 300 000
Bolomba,COD,2025,19.414,Fewer than 300 000
Nia-Nia,COD,2025,15.972,Fewer than 300 000
Lalie,COD,2025,14.6,Fewer than 300 000
Bonzo,COD,2025,14.6,Fewer than 300 000
Bankana,COD,2025,14.585,Fewer than 300 000
Ngiko,COD,2025,14.522,Fewer than 300 000
Isaka,COD,2025,14.499,Fewer than 300 000
Mukwende,COD,2025,21.922,Fewer than 300 000
Mbata-Mbenge,COD,2025,14.4,Fewer than 300 000
Lubudi,COD,2025,14.4,Fewer than 300 000
Sapo-Bumba,COD,2025,14.569,Fewer than 300 000
Kakana,COD,2025,16.603,Fewer than 300 000
Bwamandema,COD,2025,14.36,Fewer than 300 000
Kisamfu,COD,2025,14.3,Fewer than 300 000
Nkamba,COD,2025,16.321,Fewer than 300 000
Kalombo,COD,2025,14.007,Fewer than 300 000
Tsanga-Nord,COD,2025,20.918,Fewer than 300 000
Gwena,COD,2025,13.979,Fewer than 300 000
Yuki Kengundu,COD,2025,13.929,Fewer than 300 000
Tshiobobo,COD,2025,21.04,Fewer than 300 000
Ndekesha ,COD,2025,13.881,Fewer than 300 000
Bambinga Etat,COD,2025,18.051,Fewer than 300 000
Sinda,COD,2025,13.789,Fewer than 300 000
Cité Pont-Kwango,COD,2025,18.401,Fewer than 300 000
Mutshatsha,COD,2025,14.502,Fewer than 300 000
Mogalo,COD,2025,13.584,Fewer than 300 000
Lwanguku,COD,2025,16.316,Fewer than 300 000
Birava,COD,2025,13.552,Fewer than 300 000
Manda,COD,2025,13.545,Fewer than 300 000
Kafifi/Tumpa,COD,2025,13.52,Fewer than 300 000
Badibanga/Domba,COD,2025,13.498,Fewer than 300 000
Kasonga-Tambwe ,COD,2025,14.511,Fewer than 300 000
Mwenga 1,COD,2025,14.593,Fewer than 300 000
Mushenge,COD,2025,16.338,Fewer than 300 000
Tshinkanka,COD,2025,18.82,Fewer than 300 000
Kimponzi ,COD,2025,19.181,Fewer than 300 000
Tshibombo,COD,2025,13.332,Fewer than 300 000
Menki,COD,2025,13.32,Fewer than 300 000
Swima/Bakeci,COD,2025,17.622,Fewer than 300 000
Mweso,COD,2025,15.172,Fewer than 300 000
Molimo,COD,2025,15.717,Fewer than 300 000
Diongo,COD,2025,13.297,Fewer than 300 000
Kabundule,COD,2025,12.968,Fewer than 300 000
Kasalo,COD,2025,12.93,Fewer than 300 000
Gilima,COD,2025,12.916,Fewer than 300 000
Kasomeno,COD,2025,12.82,Fewer than 300 000
Bozoko,COD,2025,12.81,Fewer than 300 000
Kanzamba,COD,2025,13.818,Fewer than 300 000
Kasumba,COD,2025,12.777,Fewer than 300 000
(N.C.),COD,2025,13.45,Fewer than 300 000
Fwamba/Tshisuku,COD,2025,13.741,Fewer than 300 000
Mateko Centre,COD,2025,12.612,Fewer than 300 000
Sanikosa,COD,2025,18.479,Fewer than 300 000
Kandolo,COD,2025,12.608,Fewer than 300 000
Alimbongo,COD,2025,18.184,Fewer than 300 000
Kailo,COD,2025,17.988,Fewer than 300 000
Bumabula/Kamaie-Kashama,COD,2025,15.825,Fewer than 300 000
Nsona/Ntite,COD,2025,12.447,Fewer than 300 000
Djasaliga ,COD,2025,12.408,Fewer than 300 000
Kisigari,COD,2025,18.707,Fewer than 300 000
Mifuti,COD,2025,17.146,Fewer than 300 000
Bena-Musakatshi/Mulamba,COD,2025,12.3,Fewer than 300 000
Sungi-Kakese,COD,2025,15.716,Fewer than 300 000
Kabozia,COD,2025,12.26,Fewer than 300 000
Endri/Mado,COD,2025,12.238,Fewer than 300 000
Bumva,COD,2025,13.854,Fewer than 300 000
Kalenda,COD,2025,12.092,Fewer than 300 000
Djuma,COD,2025,12.072,Fewer than 300 000
Bingi,COD,2025,12.067,Fewer than 300 000
Miabi,COD,2025,12.06,Fewer than 300 000
Tshitadi/Kalombeshi,COD,2025,18.27,Fewer than 300 000
Mbien,COD,2025,12.018,Fewer than 300 000
Kibangula,COD,2025,14.383,Fewer than 300 000
Yuki Reynwit,COD,2025,13.658,Fewer than 300 000
Semandane,COD,2025,11.956,Fewer than 300 000
Luofu ,COD,2025,12.216,Fewer than 300 000
Elema-Impata,COD,2025,12.909,Fewer than 300 000
Bulongo 2,COD,2025,11.817,Fewer than 300 000
Lutukwe,COD,2025,0.0,Fewer than 300 000
Mashala,COD,2025,26.577,Fewer than 300 000
Bakpulu,COD,2025,12.411,Fewer than 300 000
Gongo-Mosengere,COD,2025,13.651,Fewer than 300 000
Kabala,COD,2025,11.78,Fewer than 300 000
Kilubi,COD,2025,11.78,Fewer than 300 000
Egbita ,COD,2025,11.767,Fewer than 300 000
Miliki,COD,2025,12.788,Fewer than 300 000
Monkoto,COD,2025,11.7,Fewer than 300 000
Kikonka,COD,2025,0.0,Fewer than 300 000
Tshibumbula,COD,2025,12.648,Fewer than 300 000
Nkassa,COD,2025,11.642,Fewer than 300 000
Boko,COD,2025,11.6,Fewer than 300 000
Malembe II,COD,2025,12.345,Fewer than 300 000
Mandumbi,COD,2025,12.451,Fewer than 300 000
Ngidinga,COD,2025,12.996,Fewer than 300 000
Lovangira,COD,2025,11.539,Fewer than 300 000
Lukombo I,COD,2025,11.535,Fewer than 300 000
Kanunkina,COD,2025,17.464,Fewer than 300 000
Binza,COD,2025,13.335,Fewer than 300 000
Kate,COD,2025,12.06,Fewer than 300 000
Likati,COD,2025,11.5,Fewer than 300 000
Mukoma,COD,2025,13.898,Fewer than 300 000
Bandi,COD,2025,11.441,Fewer than 300 000
Amadi,COD,2025,11.421,Fewer than 300 000
Turungu,COD,2025,11.391,Fewer than 300 000
Buseregenya,COD,2025,11.379,Fewer than 300 000
Mulungu,COD,2025,12.184,Fewer than 300 000
Mubwabwa,COD,2025,13.284,Fewer than 300 000
Mwenga 2,COD,2025,13.399,Fewer than 300 000
Kapanga (west),COD,2025,11.312,Fewer than 300 000
Kakoi,COD,2025,11.301,Fewer than 300 000
Katengele,COD,2025,11.301,Fewer than 300 000
Mai-Munene,COD,2025,11.224,Fewer than 300 000
Dobam ,COD,2025,14.406,Fewer than 300 000
Djegu,COD,2025,11.336,Fewer than 300 000
Hangi,COD,2025,12.455,Fewer than 300 000
Bakwa-Nsakalongo,COD,2025,11.086,Fewer than 300 000
Kindungula,COD,2025,11.064,Fewer than 300 000
Bonduru,COD,2025,11.04,Fewer than 300 000
Kimvula,COD,2025,11.032,Fewer than 300 000
Maboya,COD,2025,11.03,Fewer than 300 000
Bita,COD,2025,11.012,Fewer than 300 000
Bena-Tshitala,COD,2025,11.012,Fewer than 300 000
Bowagboko,COD,2025,11.01,Fewer than 300 000
Kapanga,COD,2025,11.0,Fewer than 300 000
Diambo/Tshipama Mulundu,COD,2025,10.997,Fewer than 300 000
Wanga,COD,2025,10.983,Fewer than 300 000
Yakata,COD,2025,10.944,Fewer than 300 000
Tshioji,COD,2025,13.368,Fewer than 300 000
Bakwa-Kashile,COD,2025,11.238,Fewer than 300 000
Kimpoko Centre,COD,2025,12.65,Fewer than 300 000
Kiambi,COD,2025,12.566,Fewer than 300 000
Tshisumba,COD,2025,10.836,Fewer than 300 000
Modjamboli,COD,2025,12.338,Fewer than 300 000
Bongandanga,COD,2025,12.168,Fewer than 300 000
Meu-Bodokola,COD,2025,10.789,Fewer than 300 000
Bodango,COD,2025,10.755,Fewer than 300 000
Kamango,COD,2025,10.739,Fewer than 300 000
Bomboma,COD,2025,10.735,Fewer than 300 000
Bonguma,COD,2025,14.667,Fewer than 300 000
Luhihi,COD,2025,10.705,Fewer than 300 000
Pampa,COD,2025,11.055,Fewer than 300 000
Koshi ,COD,2025,10.683,Fewer than 300 000
Kabolwe,COD,2025,10.674,Fewer than 300 000
Saréboido 1,COD,2025,10.618,Fewer than 300 000
Tshikangu,COD,2025,10.601,Fewer than 300 000
Plantation PHC ,COD,2025,10.52,Fewer than 300 000
Mwenge,COD,2025,10.513,Fewer than 300 000
Djabir,COD,2025,12.922,Fewer than 300 000
Bolongbolo,COD,2025,10.5,Fewer than 300 000
Ndombe,COD,2025,10.469,Fewer than 300 000
Lumpungu,COD,2025,15.393,Fewer than 300 000
Nyabibwe ,COD,2025,17.583,Fewer than 300 000
Kabwe,COD,2025,10.41,Fewer than 300 000
Kalonda,COD,2025,10.4,Fewer than 300 000
Kalemba,COD,2025,10.4,Fewer than 300 000
Munlungwishi (west),COD,2025,10.384,Fewer than 300 000
Katende-Kaboko,COD,2025,10.376,Fewer than 300 000
Kanzenze ,COD,2025,10.332,Fewer than 300 000
Maluku-Maes,COD,2025,10.307,Fewer than 300 000
Makaw,COD,2025,10.301,Fewer than 300 000
Kabanga ,COD,2025,15.608,Fewer than 300 000
Bena-Kayemba-A-Tshimanga,COD,2025,10.275,Fewer than 300 000
Mpoyi,COD,2025,10.274,Fewer than 300 000
Tshilolo/Tshisenda,COD,2025,10.268,Fewer than 300 000
Bodeme II,COD,2025,10.248,Fewer than 300 000
Kabizo,COD,2025,12.632,Fewer than 300 000
Dungu ,COD,2025,10.245,Fewer than 300 000
Kilai,COD,2025,15.525,Fewer than 300 000
Niarembe ,COD,2025,10.657,Fewer than 300 000
Bongabo ,COD,2025,10.206,Fewer than 300 000
Befale,COD,2025,11.385,Fewer than 300 000
Miti,COD,2025,15.411,Fewer than 300 000
Balabala ,COD,2025,10.156,Fewer than 300 000
Kapolowe ,COD,2025,10.152,Fewer than 300 000
Lubondo ,COD,2025,10.13,Fewer than 300 000
Kasugho,COD,2025,11.464,Fewer than 300 000
Tshabuta,COD,2025,15.324,Fewer than 300 000
Kibila,COD,2025,10.172,Fewer than 300 000
Gudengba ,COD,2025,10.09,Fewer than 300 000
Bossondjo,COD,2025,10.459,Fewer than 300 000
Bena-Kapeta,COD,2025,12.598,Fewer than 300 000
Tshibalabala,COD,2025,10.054,Fewer than 300 000
Ilunga-Mutombo,COD,2025,10.042,Fewer than 300 000
Kabimba,COD,2025,10.038,Fewer than 300 000
Mbali-Iboma,COD,2025,10.0,Fewer than 300 000
Victoria,SYC,2025,78.045,Fewer than 300 000
Sao Tome,STP,2025,130.846,Fewer than 300 000
Santana,STP,2025,18.993,Fewer than 300 000
Neves,STP,2025,14.68,Fewer than 300 000
Antananarivo,MDG,2025,3491.089,1 to 5 million
Toamasina,MDG,2025,449.05,300 000 to 500 000
Mahajanga,MDG,2025,356.735,300 000 to 500 000
Antsirabe,MDG,2025,299.064,Fewer than 300 000
Toliary,MDG,2025,284.509,Fewer than 300 000
Fianarantsoa,MDG,2025,266.048,Fewer than 300 000
Antsiranana,MDG,2025,172.685,Fewer than 300 000
Ambatondrazaka,MDG,2025,105.647,Fewer than 300 000
Toalagnaro,MDG,2025,91.738,Fewer than 300 000
Hell-Ville,MDG,2025,80.608,Fewer than 300 000
Fenerive Est,MDG,2025,69.815,Fewer than 300 000
Morondava,MDG,2025,66.2,Fewer than 300 000
Ambilobe,MDG,2025,62.27,Fewer than 300 000
Moramanga,MDG,2025,61.068,Fewer than 300 000
Ambositra I,MDG,2025,61.7,Fewer than 300 000
Sambava,MDG,2025,56.555,Fewer than 300 000
Manakara,MDG,2025,51.594,Fewer than 300 000
Ambanja,MDG,2025,49.468,Fewer than 300 000
Ambatolampy,MDG,2025,47.269,Fewer than 300 000
Ambohitrimanjaka,MDG,2025,45.758,Fewer than 300 000
Manjanary,MDG,2025,46.044,Fewer than 300 000
Maroantsetra,MDG,2025,44.274,Fewer than 300 000
Tsiromandidy,MDG,2025,45.244,Fewer than 300 000
Betroka,MDG,2025,42.497,Fewer than 300 000
Farafangana,MDG,2025,43.357,Fewer than 300 000
Inhosy,MDG,2025,41.798,Fewer than 300 000
Antalaha Ambonivohitra,MDG,2025,39.341,Fewer than 300 000
Ilakaka,MDG,2025,38.314,Fewer than 300 000
Ambovombe,MDG,2025,39.189,Fewer than 300 000
Tampontanana Fenoarivo,MDG,2025,37.737,Fewer than 300 000
Marovoay Ville,MDG,2025,36.144,Fewer than 300 000
Mandritsara,MDG,2025,34.958,Fewer than 300 000
Imeritsiatosika,MDG,2025,34.823,Fewer than 300 000
Ambato Ambarimay,MDG,2025,30.703,Fewer than 300 000
Andapa,MDG,2025,30.435,Fewer than 300 000
Ambalavao,MDG,2025,30.218,Fewer than 300 000
Vohémar,MDG,2025,29.041,Fewer than 300 000
Anstonihy,MDG,2025,28.793,Fewer than 300 000
Port-bergé,MDG,2025,27.658,Fewer than 300 000
Betafo,MDG,2025,26.08,Fewer than 300 000
Befandriana Nord,MDG,2025,26.057,Fewer than 300 000
Vangaindrano,MDG,2025,25.185,Fewer than 300 000
Sakaraha,MDG,2025,24.006,Fewer than 300 000
Belo Tsiribihina,MDG,2025,23.807,Fewer than 300 000
Miarinarivo,MDG,2025,23.443,Fewer than 300 000
Mahabo,MDG,2025,22.409,Fewer than 300 000
Maintirano,MDG,2025,23.006,Fewer than 300 000
Vavatenina,MDG,2025,21.408,Fewer than 300 000
Arivonimamo I,MDG,2025,21.393,Fewer than 300 000
Manaratsandry,MDG,2025,21.358,Fewer than 300 000
Mampikony I,MDG,2025,21.227,Fewer than 300 000
Maevatanana I,MDG,2025,21.075,Fewer than 300 000
Analavory,MDG,2025,20.267,Fewer than 300 000
Manitsy,MDG,2025,20.018,Fewer than 300 000
Vatomandry,MDG,2025,19.595,Fewer than 300 000
SIRAMA,MDG,2025,19.116,Fewer than 300 000
Andilamena,MDG,2025,17.934,Fewer than 300 000
Morombe,MDG,2025,16.837,Fewer than 300 000
Sainte Marie,MDG,2025,15.701,Fewer than 300 000
Amboasary Atsimo,MDG,2025,15.682,Fewer than 300 000
Mahanoro,MDG,2025,15.214,Fewer than 300 000
Mananara Avaratra,MDG,2025,14.742,Fewer than 300 000
Antanety II,MDG,2025,14.614,Fewer than 300 000
Ambohijanahary,MDG,2025,14.371,Fewer than 300 000
Ambatomilona,MDG,2025,14.116,Fewer than 300 000
Antanifotsy,MDG,2025,14.035,Fewer than 300 000
Manjankandriana,MDG,2025,13.68,Fewer than 300 000
Bezaha,MDG,2025,13.37,Fewer than 300 000
Mandoto,MDG,2025,13.365,Fewer than 300 000
Ambohimandroso,MDG,2025,12.877,Fewer than 300 000
Bealanana,MDG,2025,12.766,Fewer than 300 000
Isoalana,MDG,2025,12.62,Fewer than 300 000
Fandriana,MDG,2025,12.613,Fewer than 300 000
Vohipeno,MDG,2025,12.475,Fewer than 300 000
Ambohimahasoa,MDG,2025,12.274,Fewer than 300 000
Soavinandriana,MDG,2025,12.271,Fewer than 300 000
Amparafaravola,MDG,2025,11.978,Fewer than 300 000
Praia,CPV,2025,153.659,Fewer than 300 000
Mindelo,CPV,2025,71.221,Fewer than 300 000
Espargos,CPV,2025,25.043,Fewer than 300 000
Assomada,CPV,2025,21.342,Fewer than 300 000
Pedra Badejo,CPV,2025,11.58,Fewer than 300 000
Tarrafal,CPV,2025,10.932,Fewer than 300 000
Port Louis,MUS,2025,640.132,500 000 to 1 million
Goodlands,MUS,2025,82.324,Fewer than 300 000
Centre de Flacq,MUS,2025,53.832,Fewer than 300 000
Port-Mathurin,MUS,2025,43.652,Fewer than 300 000
Rose Belle,MUS,2025,40.456,Fewer than 300 000
Triolet,MUS,2025,33.977,Fewer than 300 000
Bon Accueil,MUS,2025,24.805,Fewer than 300 000
Mahebourg,MUS,2025,23.759,Fewer than 300 000
Riviere du Rempart,MUS,2025,19.784,Fewer than 300 000
Bambous,MUS,2025,17.901,Fewer than 300 000
Chemin Grenier,MUS,2025,17.119,Fewer than 300 000
Surinam,MUS,2025,15.067,Fewer than 300 000
Grand Bois,MUS,2025,11.578,Fewer than 300 000
Quartier Militaire,MUS,2025,10.846,Fewer than 300 000
Riviere des Anguilles,MUS,2025,10.692,Fewer than 300 000
Plaine Magnien,MUS,2025,10.664,Fewer than 300 000
Moroni,COM,2025,171.119,Fewer than 300 000
Mutsamudu,COM,2025,59.018,Fewer than 300 000
Tsembehou,COM,2025,31.668,Fewer than 300 000
Fomboni,COM,2025,33.586,Fewer than 300 000
Domoni,COM,2025,28.944,Fewer than 300 000
Mitsoudje,COM,2025,30.754,Fewer than 300 000
Ouani,COM,2025,27.949,Fewer than 300 000
Mitsamiouli,COM,2025,26.528,Fewer than 300 000
Ongodjou,COM,2025,39.757,Fewer than 300 000
Bazimini,COM,2025,20.646,Fewer than 300 000
Adda Daoueni,COM,2025,0.0,Fewer than 300 000
Lingoni,COM,2025,18.734,Fewer than 300 000
Sima,COM,2025,15.704,Fewer than 300 000
Bandrani Mtsangani,COM,2025,13.783,Fewer than 300 000
Moya,COM,2025,15.115,Fewer than 300 000
Mbeni,COM,2025,14.226,Fewer than 300 000
Dembeni,COM,2025,15.781,Fewer than 300 000
Koni Djodjo,COM,2025,12.486,Fewer than 300 000
Luanda,AGO,2025,10148.378,10 million or more
Lubango,AGO,2025,857.383,500 000 to 1 million
Huambo,AGO,2025,851.437,500 000 to 1 million
Cabinda,AGO,2025,780.087,500 000 to 1 million
Benguela,AGO,2025,775.227,500 000 to 1 million
Lobito,AGO,2025,682.475,500 000 to 1 million
Silva Porto,AGO,2025,667.117,500 000 to 1 million
Malanje,AGO,2025,648.091,500 000 to 1 million
Saurimo,AGO,2025,541.067,500 000 to 1 million
Uige,AGO,2025,455.447,300 000 to 500 000
Luena,AGO,2025,389.014,300 000 to 500 000
Namibe,AGO,2025,368.639,300 000 to 500 000
Menongue,AGO,2025,356.985,300 000 to 500 000
Sumbe,AGO,2025,290.154,Fewer than 300 000
Soyo,AGO,2025,285.441,Fewer than 300 000
Dundo,AGO,2025,250.912,Fewer than 300 000
Ndalatando,AGO,2025,227.129,Fewer than 300 000
Mbanza Congo,AGO,2025,214.88,Fewer than 300 000
Sassalemba,AGO,2025,0.0,Fewer than 300 000
Caala,AGO,2025,172.674,Fewer than 300 000
Lucapa,AGO,2025,155.054,Fewer than 300 000
Gabela,AGO,2025,149.181,Fewer than 300 000
Cuango,AGO,2025,146.832,Fewer than 300 000
Cela,AGO,2025,136.26,Fewer than 300 000
Negage,AGO,2025,129.212,Fewer than 300 000
Porto Amboim,AGO,2025,128.037,Fewer than 300 000
Cubal,AGO,2025,122.164,Fewer than 300 000
Cambulo,AGO,2025,116.29,Fewer than 300 000
Andulo,AGO,2025,103.369,Fewer than 300 000
Bailundo,AGO,2025,101.02,Fewer than 300 000
Camacupa,AGO,2025,99.845,Fewer than 300 000
Matala,AGO,2025,98.671,Fewer than 300 000
Cacuaco (east),AGO,2025,0.0,Fewer than 300 000
Ganda,AGO,2025,84.575,Fewer than 300 000
Luau,AGO,2025,77.527,Fewer than 300 000
Ondjiva,AGO,2025,70.479,Fewer than 300 000
Tombua,AGO,2025,70.479,Fewer than 300 000
Uku-Seles,AGO,2025,65.78,Fewer than 300 000
Caxito,AGO,2025,64.606,Fewer than 300 000
Calulo,AGO,2025,62.256,Fewer than 300 000
Maquela do Zombo,AGO,2025,61.082,Fewer than 300 000
Kuimba,AGO,2025,59.437,Fewer than 300 000
Vila Pereira de Eça,AGO,2025,89.273,Fewer than 300 000
Baia Farta,AGO,2025,57.558,Fewer than 300 000
Xangongo,AGO,2025,52.859,Fewer than 300 000
Balombo,AGO,2025,49.335,Fewer than 300 000
Cacuso,AGO,2025,48.16,Fewer than 300 000
Bocoio,AGO,2025,48.16,Fewer than 300 000
Cuango Luzamba,AGO,2025,48.16,Fewer than 300 000
Cazombo,AGO,2025,48.16,Fewer than 300 000
Mussende,AGO,2025,46.986,Fewer than 300 000
Caluquembe,AGO,2025,44.636,Fewer than 300 000
Songo,AGO,2025,43.462,Fewer than 300 000
Dondo,AGO,2025,42.287,Fewer than 300 000
Catabola,AGO,2025,40.995,Fewer than 300 000
Nzetu,AGO,2025,39.938,Fewer than 300 000
Katchiungo,AGO,2025,38.763,Fewer than 300 000
Chinguar,AGO,2025,38.208,Fewer than 300 000
Chitembo,AGO,2025,37.823,Fewer than 300 000
Quimbele,AGO,2025,38.749,Fewer than 300 000
Quibala,AGO,2025,37.589,Fewer than 300 000
Alto Dondo,AGO,2025,37.001,Fewer than 300 000
Nharea,AGO,2025,37.001,Fewer than 300 000
Dombe Grande,AGO,2025,36.414,Fewer than 300 000
Ext. Pinheiro,AGO,2025,35.239,Fewer than 300 000
Sanza Pombo,AGO,2025,34.065,Fewer than 300 000
Quipungo,AGO,2025,31.715,Fewer than 300 000
Caimbambo,AGO,2025,30.541,Fewer than 300 000
Ukuma,AGO,2025,30.541,Fewer than 300 000
Catete,AGO,2025,30.541,Fewer than 300 000
Ondjiva (east 1),AGO,2025,0.0,Fewer than 300 000
Conda,AGO,2025,29.366,Fewer than 300 000
Ambaca,AGO,2025,29.366,Fewer than 300 000
Namacunde/Oshikango [AGO],AGO,2025,28.191,Fewer than 300 000
Tomboco,AGO,2025,28.191,Fewer than 300 000
Lumbala-N'guimbo,AGO,2025,27.604,Fewer than 300 000
Golungo Alto,AGO,2025,27.017,Fewer than 300 000
Cacongo,AGO,2025,25.842,Fewer than 300 000
Alto Hama,AGO,2025,25.842,Fewer than 300 000
Longonjo,AGO,2025,26.218,Fewer than 300 000
Saurimo (east),AGO,2025,23.493,Fewer than 300 000
Gama (south),AGO,2025,23.493,Fewer than 300 000
Cuchi,AGO,2025,22.67,Fewer than 300 000
Cangandala,AGO,2025,22.318,Fewer than 300 000
Caconda,AGO,2025,22.318,Fewer than 300 000
Londuimbale,AGO,2025,22.318,Fewer than 300 000
Bibala,AGO,2025,21.143,Fewer than 300 000
Calandula,AGO,2025,20.556,Fewer than 300 000
Laâkarta,AGO,2025,0.0,Fewer than 300 000
Cameia,AGO,2025,19.969,Fewer than 300 000
Mungo,AGO,2025,19.969,Fewer than 300 000
Ebo,AGO,2025,19.969,Fewer than 300 000
Calenga,AGO,2025,19.969,Fewer than 300 000
Chicomba,AGO,2025,19.264,Fewer than 300 000
Cacolo,AGO,2025,18.794,Fewer than 300 000
Quilenda,AGO,2025,18.794,Fewer than 300 000
Quibaxe,AGO,2025,18.794,Fewer than 300 000
Bucau Zau,AGO,2025,18.324,Fewer than 300 000
Camanongue,AGO,2025,18.207,Fewer than 300 000
Cahama,AGO,2025,18.089,Fewer than 300 000
Damba,AGO,2025,17.737,Fewer than 300 000
Jamba,AGO,2025,17.619,Fewer than 300 000
Namacunde,AGO,2025,17.619,Fewer than 300 000
Babaera,AGO,2025,17.619,Fewer than 300 000
Lucala,AGO,2025,17.619,Fewer than 300 000
Chibia,AGO,2025,17.267,Fewer than 300 000
Chipindo,AGO,2025,17.032,Fewer than 300 000
Cunhinga,AGO,2025,16.832,Fewer than 300 000
Chongoroi,AGO,2025,16.445,Fewer than 300 000
Ecunha,AGO,2025,16.445,Fewer than 300 000
Mavinga,AGO,2025,16.092,Fewer than 300 000
Humpata,AGO,2025,14.683,Fewer than 300 000
Chipeta,AGO,2025,13.508,Fewer than 300 000
Micosse,AGO,2025,12.921,Fewer than 300 000
Monte Belo,AGO,2025,12.921,Fewer than 300 000
Ondjiva (east 2),AGO,2025,12.921,Fewer than 300 000
Ngangula,AGO,2025,12.921,Fewer than 300 000
Palanca,AGO,2025,12.921,Fewer than 300 000
Calai,AGO,2025,12.216,Fewer than 300 000
Cassongue,AGO,2025,12.216,Fewer than 300 000
Caungula,AGO,2025,11.601,Fewer than 300 000
Harare,ZWE,2025,2919.969,1 to 5 million
Bulawayo,ZWE,2025,663.145,500 000 to 1 million
Mutare,ZWE,2025,165.233,Fewer than 300 000
Kwekwe,ZWE,2025,123.883,Fewer than 300 000
Masvingo South,ZWE,2025,114.936,Fewer than 300 000
Murape,ZWE,2025,115.934,Fewer than 300 000
Marondera,ZWE,2025,97.589,Fewer than 300 000
Chinhoyi,ZWE,2025,102.401,Fewer than 300 000
Gweru ,ZWE,2025,78.889,Fewer than 300 000
Norton west,ZWE,2025,93.994,Fewer than 300 000
Dangamvura,ZWE,2025,75.656,Fewer than 300 000
Bindura,ZWE,2025,74.472,Fewer than 300 000
Kadoma,ZWE,2025,71.057,Fewer than 300 000
Chegutu,ZWE,2025,69.949,Fewer than 300 000
Beitbridge,ZWE,2025,64.774,Fewer than 300 000
Gweru (Old Camp/Ascot/Mambo/Daylesford),ZWE,2025,58.761,Fewer than 300 000
Chipinge,ZWE,2025,55.247,Fewer than 300 000
Karoi,ZWE,2025,53.253,Fewer than 300 000
Gokwe,ZWE,2025,47.424,Fewer than 300 000
Chiredzi,ZWE,2025,42.824,Fewer than 300 000
Rusape,ZWE,2025,39.946,Fewer than 300 000
Gumira,ZWE,2025,39.604,Fewer than 300 000
Murehwa Centre,ZWE,2025,36.975,Fewer than 300 000
Platinum Mine,ZWE,2025,37.854,Fewer than 300 000
Redcliff ,ZWE,2025,35.442,Fewer than 300 000
Victoria Falls,ZWE,2025,32.838,Fewer than 300 000
Mutoko Centre,ZWE,2025,32.931,Fewer than 300 000
Mount Darwin Town,ZWE,2025,32.619,Fewer than 300 000
Glendale,ZWE,2025,34.061,Fewer than 300 000
Nyahode,ZWE,2025,29.443,Fewer than 300 000
Seke Ward 9,ZWE,2025,0.0,Fewer than 300 000
Gutu,ZWE,2025,26.204,Fewer than 300 000
Gwanda,ZWE,2025,29.403,Fewer than 300 000
Chishakwe,ZWE,2025,26.051,Fewer than 300 000
Mhondoro-Ngezi Ward 11,ZWE,2025,26.917,Fewer than 300 000
Chinyika ,ZWE,2025,0.0,Fewer than 300 000
Shurugwi,ZWE,2025,35.725,Fewer than 300 000
Emganwini,ZWE,2025,0.0,Fewer than 300 000
Mbuyanehanda,ZWE,2025,23.644,Fewer than 300 000
Mvurwi,ZWE,2025,25.202,Fewer than 300 000
Nembudziya I,ZWE,2025,22.078,Fewer than 300 000
Kariba (east),ZWE,2025,21.422,Fewer than 300 000
Bangwe Maunganidze,ZWE,2025,21.711,Fewer than 300 000
Shamva,ZWE,2025,21.381,Fewer than 300 000
Chidzurira,ZWE,2025,18.647,Fewer than 300 000
Chivhu,ZWE,2025,18.575,Fewer than 300 000
Murambinda,ZWE,2025,19.131,Fewer than 300 000
Chisumbanje,ZWE,2025,19.345,Fewer than 300 000
Mount Pleasant Heights,ZWE,2025,19.581,Fewer than 300 000
Gweru Ward 16 south,ZWE,2025,18.808,Fewer than 300 000
Mount Hampden,ZWE,2025,18.352,Fewer than 300 000
Mvuma,ZWE,2025,17.248,Fewer than 300 000
Hwange south,ZWE,2025,14.923,Fewer than 300 000
Penalonga Urban,ZWE,2025,15.326,Fewer than 300 000
Kadoma ,ZWE,2025,15.982,Fewer than 300 000
Senga,ZWE,2025,14.399,Fewer than 300 000
