Year,ISO3,population
2038,AFG,59944165.0
2039,AFG,61251511.0
2040,AFG,62637433.0
2041,AFG,64058308.0
2042,AFG,65419378.0
2043,AFG,66701061.0
2044,AFG,68049266.0
2045,AFG,69358651.0
2046,AFG,70683748.0
2047,AFG,72085638.0
2048,AFG,73426983.0
2049,AFG,74792486.0
2050,AFG,76238717.0
2051,AFG,77531552.0
2052,AFG,78778551.0
2053,AFG,80136021.0
2054,AFG,81507771.0
2055,AFG,82885848.0
2056,AFG,84271925.0
2057,AFG,85689380.0
2058,AFG,87097919.0
2059,AFG,88449166.0
2060,AFG,89714316.0
2061,AFG,91011156.0
2062,AFG,92256291.0
2063,AFG,93606968.0
2064,AFG,94945273.0
2065,AFG,96332889.0
2066,AFG,97715613.0
2067,AFG,98961907.0
2068,AFG,100192599.0
2069,AFG,101508628.0
2070,AFG,102757149.0
2071,AFG,104076135.0
2072,AFG,105238077.0
2073,AFG,106434247.0
2074,AFG,107692243.0
2075,AFG,108838793.0
2076,AFG,109866945.0
2077,AFG,110932815.0
2078,AFG,112018828.0
2079,AFG,113009801.0
2080,AFG,114157053.0
2081,AFG,115190537.0
2082,AFG,116078114.0
2083,AFG,116954350.0
2084,AFG,117802720.0
2085,AFG,118783225.0
2086,AFG,119665322.0
2087,AFG,120421155.0
2088,AFG,121295358.0
2089,AFG,122092723.0
2090,AFG,122874315.0
2091,AFG,123734676.0
2092,AFG,124485327.0
2093,AFG,125222996.0
2094,AFG,125955826.0
2095,AFG,126657951.0
2096,AFG,127322342.0
2097,AFG,127973182.0
2098,AFG,128637811.0
2099,AFG,129291713.0
2100,AFG,129940523.0
2101,AFG,130492954.0
1950,AFW,79516220.0
1951,AFW,81014152.0
1952,AFW,82559089.0
1953,AFW,84135227.0
1954,AFW,85735983.0
1955,AFW,87402192.0
1956,AFW,89126260.0
1957,AFW,90912879.0
1958,AFW,92753233.0
1959,AFW,94612922.0
1960,AFW,96602421.0
1961,AFW,98659422.0
1962,AFW,100753923.0
1963,AFW,102955591.0
1964,AFW,105222757.0
1965,AFW,107554128.0
1966,AFW,109991141.0
1967,AFW,112502765.0
1968,AFW,115087274.0
1969,AFW,117801995.0
1970,AFW,120605046.0
1971,AFW,123568021.0
1972,AFW,126577877.0
1973,AFW,129775108.0
1974,AFW,133124775.0
1975,AFW,136698396.0
1976,AFW,140441441.0
1977,AFW,144233092.0
1978,AFW,148284059.0
1979,AFW,152521173.0
1980,AFW,156922248.0
1981,AFW,161410781.0
1982,AFW,166114165.0
1983,AFW,171056073.0
1984,AFW,175454242.0
1985,AFW,180307244.0
1986,AFW,185314830.0
1987,AFW,190463451.0
1988,AFW,195745243.0
1989,AFW,201224813.0
1990,AFW,206899737.0
1991,AFW,212232328.0
1992,AFW,218125097.0
1993,AFW,224257664.0
1994,AFW,230235891.0
1995,AFW,236484318.0
1996,AFW,243119428.0
1997,AFW,249711463.0
1998,AFW,256703704.0
1999,AFW,263891958.0
2000,AFW,271120641.0
2001,AFW,278816254.0
2002,AFW,286745176.0
2003,AFW,294938410.0
2004,AFW,303347282.0
2005,AFW,312102914.0
2006,AFW,321074040.0
2007,AFW,330252274.0
2008,AFW,339716076.0
2009,AFW,349456142.0
2010,AFW,359231546.0
2011,AFW,369484988.0
2012,AFW,380095296.0
2013,AFW,390625402.0
2014,AFW,401435012.0
2015,AFW,412549083.0
2016,AFW,423706606.0
2017,AFW,435202882.0
2018,AFW,446562921.0
2019,AFW,457828904.0
2020,AFW,468901953.0
2021,AFW,480236755.0
2022,AFW,491605244.0
2023,AFW,503169117.0
2024,AFW,515628064.0
2025,AFW,527900088.0
2026,AFW,539979738.0
2027,AFW,552171921.0
2028,AFW,564580447.0
2029,AFW,577073134.0
2030,AFW,589665647.0
2031,AFW,602332635.0
2032,AFW,615119309.0
2033,AFW,628001153.0
2034,AFW,640942195.0
2035,AFW,653913616.0
2036,AFW,666930364.0
2037,AFW,680008507.0
2038,AFW,693069773.0
2039,AFW,706143691.0
2040,AFW,719223753.0
2041,AFW,732252858.0
2042,AFW,745275147.0
2043,AFW,758256623.0
2044,AFW,771185679.0
2045,AFW,784063582.0
2046,AFW,796877699.0
2047,AFW,809621572.0
2048,AFW,822285583.0
2049,AFW,834903357.0
2050,AFW,847407566.0
2051,AFW,859857690.0
2052,AFW,872241179.0
2053,AFW,884534409.0
2054,AFW,896725467.0
2055,AFW,908792108.0
2056,AFW,920800568.0
2057,AFW,932667862.0
2058,AFW,944420616.0
2059,AFW,956078149.0
2060,AFW,967630200.0
2061,AFW,979051470.0
2062,AFW,990341490.0
2063,AFW,1001505728.0
2064,AFW,1012536825.0
2065,AFW,1023445441.0
2066,AFW,1034178593.0
2067,AFW,1044792803.0
2068,AFW,1055211521.0
2069,AFW,1065454081.0
2070,AFW,1075523482.0
2071,AFW,1085381003.0
2072,AFW,1095105662.0
2073,AFW,1104611606.0
2074,AFW,1113918850.0
2075,AFW,1123009262.0
2076,AFW,1131939496.0
2077,AFW,1140606153.0
2078,AFW,1149044756.0
2079,AFW,1157292907.0
2080,AFW,1165310558.0
2081,AFW,1173095201.0
2082,AFW,1180663362.0
2083,AFW,1187924018.0
2084,AFW,1195022875.0
2085,AFW,1201825431.0
2086,AFW,1208430120.0
2087,AFW,1214810000.0
2088,AFW,1220919702.0
2089,AFW,1226785600.0
2090,AFW,1232481651.0
2091,AFW,1237955545.0
2092,AFW,1243172311.0
2093,AFW,1248155074.0
2094,AFW,1252902292.0
2095,AFW,1257461486.0
2096,AFW,1261793720.0
2097,AFW,1265970991.0
2098,AFW,1269944728.0
2099,AFW,1273693650.0
2100,AFW,1277232762.0
2101,AFW,1280592583.0
1950,AGO,4524379.0
1951,AGO,4579359.0
1952,AGO,4625764.0
1953,AGO,4677611.0
1954,AGO,4735107.0
1955,AGO,4798327.0
1956,AGO,4867201.0
1957,AGO,4941340.0
1958,AGO,5019944.0
1959,AGO,5102324.0
1960,AGO,5187881.0
1961,AGO,5275427.0
1962,AGO,5327740.0
1963,AGO,5380879.0
1964,AGO,5435761.0
1965,AGO,5492613.0
1966,AGO,5551349.0
1967,AGO,5611424.0
1968,AGO,5672190.0
1969,AGO,5733209.0
1970,AGO,5794161.0
1971,AGO,5911415.0
1972,AGO,6070789.0
1973,AGO,6277736.0
1974,AGO,6499320.0
1975,AGO,6727414.0
1976,AGO,6958479.0
1977,AGO,7190850.0
1978,AGO,7444809.0
1979,AGO,7708658.0
1980,AGO,7985756.0
1981,AGO,8281986.999999999
1982,AGO,8589227.0
1983,AGO,8914070.0
1984,AGO,9251895.0
1985,AGO,9599940.0
1986,AGO,9958299.0
1987,AGO,10320600.0
1988,AGO,10675115.0
1989,AGO,11047467.0
1990,AGO,11429657.0
1991,AGO,11823062.0
1992,AGO,12223995.0
1993,AGO,12623430.0
1994,AGO,13030839.0
1995,AGO,13468690.0
1996,AGO,13930866.0
1997,AGO,14411080.0
1998,AGO,14909745.0
1999,AGO,15408995.0
2000,AGO,15925474.0
2001,AGO,16464262.999999998
2002,AGO,17030152.0
2003,AGO,17625247.0
2004,AGO,18262177.0
2005,AGO,18938669.0
2006,AGO,19643652.0
2007,AGO,20386906.0
2008,AGO,21170217.0
2009,AGO,21987093.0
2010,AGO,22842454.0
2011,AGO,23747196.0
2012,AGO,24689507.0
2013,AGO,25665281.0
2014,AGO,26665959.0
2015,AGO,27655580.0
2016,AGO,28660016.0
2017,AGO,29706124.0
2018,AGO,30763554.0
2019,AGO,31830756.0
2020,AGO,32920509.0
2021,AGO,33981756.0
2022,AGO,35083102.0
2023,AGO,36186956.0
2024,AGO,37312856.0
2025,AGO,38458843.0
2026,AGO,39621234.0
2027,AGO,40809125.0
2028,AGO,42021124.0
2029,AGO,43262228.0
2030,AGO,44521473.0
2031,AGO,45799443.0
2032,AGO,47100486.0
2033,AGO,48418533.0
2034,AGO,49764415.0
2035,AGO,51130496.0
2036,AGO,52512940.0
2037,AGO,53918938.0
2038,AGO,55332804.0
2039,AGO,56774756.0
2040,AGO,58229076.0
2041,AGO,59701567.0
2042,AGO,61180790.0
2043,AGO,62675037.0
2044,AGO,64186718.0
2045,AGO,65703879.0
2046,AGO,67224778.0
2047,AGO,68776418.0
2048,AGO,70331922.0
2049,AGO,71905646.0
2050,AGO,73497124.0
2051,AGO,75093665.0
2052,AGO,76691987.0
2053,AGO,78311944.0
2054,AGO,79934971.0
2055,AGO,81570461.0
2056,AGO,83213980.0
2057,AGO,84850428.0
2058,AGO,86508392.0
2059,AGO,88163686.0
2060,AGO,89819497.0
2061,AGO,91476331.0
2062,AGO,93145645.0
2063,AGO,94794337.0
2064,AGO,96455896.0
2065,AGO,98109662.0
2066,AGO,99756798.0
2067,AGO,101400140.0
2068,AGO,103038686.0
2069,AGO,104677686.0
2070,AGO,106319640.0
2071,AGO,107954512.0
2072,AGO,109581080.0
2073,AGO,111201731.0
2074,AGO,112827068.0
2075,AGO,114434549.0
2076,AGO,116007134.0
2077,AGO,117569726.0
2078,AGO,119142582.0
2079,AGO,120707621.0
2080,AGO,122234603.0
2081,AGO,123790195.0
2082,AGO,125295579.0
2083,AGO,126782425.0
2084,AGO,128249047.0
2085,AGO,129723060.0
2086,AGO,131184961.00000001
2087,AGO,132632185.0
2088,AGO,134037204.0
2089,AGO,135459002.0
2090,AGO,136867726.0
2091,AGO,138245696.0
2092,AGO,139594002.0
2093,AGO,140904755.0
2094,AGO,142195354.0
2095,AGO,143474941.0
2096,AGO,144730108.0
2097,AGO,145951557.0
2098,AGO,147147615.0
2099,AGO,148339123.0
2100,AGO,149486497.0
2101,AGO,150604652.0
1950,AIA,4890.0
1951,AIA,5114.0
1952,AIA,5307.0
1953,AIA,5431.0
1954,AIA,5575.0
1955,AIA,5713.0
1956,AIA,5769.0
1957,AIA,5792.0
1958,AIA,5800.0
1959,AIA,5789.0
1960,AIA,5765.0
1961,AIA,5798.0
1962,AIA,5847.0
1963,AIA,5903.0
1964,AIA,5944.0
1965,AIA,5995.0
1966,AIA,6040.0
1967,AIA,6103.0
1968,AIA,6157.0
1969,AIA,6209.0
1970,AIA,6267.0
1971,AIA,6330.0
1972,AIA,6380.0
1973,AIA,6426.0
1974,AIA,6468.0
1975,AIA,6489.0
1976,AIA,6509.0
1977,AIA,6532.0
1978,AIA,6553.0
1979,AIA,6569.0
1980,AIA,6584.0
1981,AIA,6592.0
1982,AIA,6616.0
1983,AIA,6639.0
1984,AIA,6655.0
1985,AIA,6829.0
1986,AIA,7080.0
1987,AIA,7358.0
1988,AIA,7633.0
1989,AIA,7932.0
1990,AIA,8248.0
1991,AIA,8550.0
1992,AIA,8855.0
1993,AIA,9109.0
1994,AIA,9347.0
1995,AIA,9587.0
1996,AIA,9841.0
1997,AIA,10114.0
1998,AIA,10393.0
1999,AIA,10680.0
2000,AIA,11002.0
2001,AIA,11351.0
2002,AIA,11592.0
2003,AIA,11781.0
2004,AIA,11968.0
2005,AIA,12167.0
2006,AIA,12366.0
2007,AIA,12573.0
2008,AIA,12779.0
2009,AIA,13000.0
2010,AIA,13227.0
2011,AIA,13462.0
2012,AIA,13677.0
2013,AIA,13081.0
2014,AIA,13423.0
2015,AIA,14034.0
2016,AIA,14385.0
2017,AIA,14256.0
2018,AIA,14594.0
2019,AIA,14848.0
2020,AIA,14799.0
2021,AIA,14887.0
2022,AIA,14062.0
2023,AIA,14297.0
2024,AIA,14523.0
2025,AIA,14674.0
2026,AIA,14782.0
2027,AIA,14852.0
2028,AIA,14896.0
2029,AIA,14933.0
2030,AIA,14962.0
2031,AIA,14993.0
2032,AIA,15014.0
2033,AIA,15042.0
2034,AIA,15050.0
2035,AIA,15075.0
2036,AIA,15090.0
2037,AIA,15088.0
2038,AIA,15068.0
2039,AIA,15051.0
2040,AIA,15021.0
2041,AIA,15006.0
2042,AIA,14995.0
2043,AIA,14989.0
2044,AIA,14958.0
2045,AIA,14921.0
2046,AIA,14864.0
2047,AIA,14810.0
2048,AIA,14716.0
2049,AIA,14657.0
2050,AIA,14592.0
2051,AIA,14512.0
2052,AIA,14427.0
2053,AIA,14341.0
2054,AIA,14253.0
2055,AIA,14172.0
2056,AIA,14084.0
2057,AIA,13982.0
2058,AIA,13880.0
2059,AIA,13795.0
2060,AIA,13686.0
2061,AIA,13588.0
2062,AIA,13483.0
2063,AIA,13383.0
2064,AIA,13258.0
2065,AIA,13149.0
2066,AIA,13045.0
2067,AIA,12922.0
2068,AIA,12822.0
2069,AIA,12716.0
2070,AIA,12599.0
2071,AIA,12498.0
2072,AIA,12394.0
2073,AIA,12290.0
2074,AIA,12189.0
2075,AIA,12080.0
2076,AIA,11974.0
2077,AIA,11871.0
2078,AIA,11760.0
2079,AIA,11661.0
2080,AIA,11549.0
2081,AIA,11443.0
2082,AIA,11339.0
2083,AIA,11223.0
2084,AIA,11118.0
2085,AIA,11010.0
2086,AIA,10898.0
2087,AIA,10791.0
2088,AIA,10682.0
2089,AIA,10571.0
2090,AIA,10466.0
2091,AIA,10353.0
2092,AIA,10233.0
2093,AIA,10132.0
2094,AIA,10022.0
2095,AIA,9916.0
2096,AIA,9808.0
2097,AIA,9694.0
2098,AIA,9580.0
2099,AIA,9468.0
2100,AIA,9369.0
2101,AIA,9249.0
1950,ALB,1234474.0
1951,ALB,1261228.0
1952,ALB,1291503.0
1953,ALB,1325217.0
1954,ALB,1361934.0
1955,ALB,1400240.0
1956,ALB,1437459.0
1957,ALB,1476181.0
1958,ALB,1519731.0
1959,ALB,1568226.0
1960,ALB,1621796.0
1961,ALB,1676978.0
1962,ALB,1720603.0
1963,ALB,1766863.0
1964,ALB,1815707.0
1965,ALB,1867176.0
1966,ALB,1921448.0
1967,ALB,1978641.0
1968,ALB,2038400.0
1969,ALB,2099282.0
1970,ALB,2154468.0
1971,ALB,2207971.0
1972,ALB,2262013.0
1973,ALB,2316518.0
1974,ALB,2371692.0
1975,ALB,2427110.0
1976,ALB,2482608.0
1977,ALB,2538552.0
1978,ALB,2594647.0
1979,ALB,2654595.0
1980,ALB,2708174.0
1981,ALB,2762658.0
1982,ALB,2818168.0
1983,ALB,2875647.0
1984,ALB,2934613.0
1985,ALB,2995303.0
1986,ALB,3057180.0
1987,ALB,3118124.0
1988,ALB,3179553.0
1989,ALB,3246285.0
1990,ALB,3274462.0
1991,ALB,3281470.0
1992,ALB,3283735.0
1993,ALB,3281267.0
1994,ALB,3274382.0
1995,ALB,3264437.0
1996,ALB,3252697.0
1997,ALB,3238659.0
1998,ALB,3220660.0
1999,ALB,3199605.0
2000,ALB,3177586.0
2001,ALB,3154709.0
2002,ALB,3141178.0
2003,ALB,3127006.0
2004,ALB,3109169.0
2005,ALB,3088146.0
2006,ALB,3064172.0
2007,ALB,3037445.0
2008,ALB,3008329.0
2009,ALB,2977532.0
2010,ALB,2945427.0
2011,ALB,2912016.0
2012,ALB,2910992.0
2013,ALB,2909016.0
2014,ALB,2906129.0
2015,ALB,2901370.0
2016,ALB,2895894.0
2017,ALB,2899839.0
2018,ALB,2896646.0
2019,ALB,2891816.0
2020,ALB,2878203.0
2021,ALB,2865704.0
2022,ALB,2833567.0
2023,ALB,2821649.0
2024,ALB,2801661.0
2025,ALB,2781868.0
2026,ALB,2761147.0
2027,ALB,2740903.0
2028,ALB,2721547.0
2029,ALB,2701774.0
2030,ALB,2682047.0
2031,ALB,2661723.0
2032,ALB,2642024.0
2033,ALB,2622295.0
2034,ALB,2601802.0
2035,ALB,2580832.0
2036,ALB,2560328.0
2037,ALB,2539049.0
2038,ALB,2517424.0
2039,ALB,2495766.0
2040,ALB,2472981.0
2041,ALB,2450751.0
2042,ALB,2428288.0
2043,ALB,2406239.0
2044,ALB,2384092.0
2045,ALB,2362430.0
2046,ALB,2340131.0
2047,ALB,2317774.0
2048,ALB,2295955.0
2049,ALB,2273728.0
2050,ALB,2251369.0
2051,ALB,2228962.0
2052,ALB,2207061.0
2053,ALB,2184618.0
2054,ALB,2162040.0
2055,ALB,2139509.0
2056,ALB,2117092.0
2057,ALB,2095054.0
2058,ALB,2072882.0
2059,ALB,2051004.0
2060,ALB,2028960.0
2061,ALB,2007037.0
2062,ALB,1985374.0
2063,ALB,1963712.0
2064,ALB,1941918.0
2065,ALB,1920288.0
2066,ALB,1898689.0
2067,ALB,1877620.0
2068,ALB,1856093.0
2069,ALB,1834721.0
2070,ALB,1813476.0
2071,ALB,1792159.0
2072,ALB,1770661.0
2073,ALB,1749085.0
2074,ALB,1727575.0
2075,ALB,1705370.0
2076,ALB,1683391.0
2077,ALB,1661630.0
2078,ALB,1639461.0
2079,ALB,1617471.0
2080,ALB,1595502.0
2081,ALB,1573105.0
2082,ALB,1550681.0
2083,ALB,1528066.0
2084,ALB,1505497.0
2085,ALB,1483074.0
2086,ALB,1460861.0
2087,ALB,1438891.0
2088,ALB,1417331.0
2089,ALB,1395830.0
2090,ALB,1374724.0
2091,ALB,1354114.0
2092,ALB,1333996.0
2093,ALB,1314388.0
2094,ALB,1295363.0
2095,ALB,1276926.0
2096,ALB,1259091.0
2097,ALB,1241768.0
2098,ALB,1224956.0
2099,ALB,1208614.0
2100,ALB,1192748.0
2101,ALB,1177247.0
1950,AND,5948.0
1951,AND,6044.0
1952,AND,5593.0
1953,AND,5318.0
1954,AND,5328.0
1955,AND,5876.0
1956,AND,6455.0
1957,AND,7074.0
1958,AND,7725.0
1959,AND,8410.0
1960,AND,9131.0
1961,AND,9889.0
1962,AND,10676.0
1963,AND,11496.0
1964,AND,12334.0
1965,AND,13193.0
1966,AND,14075.0
1967,AND,15177.0
1968,AND,16497.0
1969,AND,17855.0
1970,AND,19255.0
1971,AND,20698.0
1972,AND,22185.0
1973,AND,23729.0
1974,AND,25317.0
1975,AND,26942.0
1976,AND,28605.0
1977,AND,30266.0
1978,AND,31928.0
1979,AND,33542.0
1980,AND,35070.0
1981,AND,36493.0
1982,AND,37844.0
1983,AND,39685.0
1984,AND,41444.0
1985,AND,43102.0
1986,AND,44547.0
1987,AND,46922.0
1988,AND,48384.0
1989,AND,50448.0
1990,AND,50791.0
1991,AND,54403.0
1992,AND,58932.0
1993,AND,61467.0
1994,AND,65077.0
1995,AND,64147.99999999999
1996,AND,63676.0
1997,AND,64292.0
1998,AND,65107.0
1999,AND,65656.0
2000,AND,65763.0
2001,AND,65607.0
2002,AND,66097.0
2003,AND,66915.0
2004,AND,72056.0
2005,AND,76594.0
2006,AND,78247.0
2007,AND,80924.0
2008,AND,82831.0
2009,AND,84158.0
2010,AND,83618.0
2011,AND,77794.0
2012,AND,77772.0
2013,AND,75896.0
2014,AND,74491.0
2015,AND,72983.0
2016,AND,71364.0
2017,AND,72999.0
2018,AND,74526.0
2019,AND,75798.0
2020,AND,77149.0
2021,AND,77611.0
2022,AND,79116.0
2023,AND,80294.0
2024,AND,81418.0
2025,AND,82457.0
2026,AND,83352.0
2027,AND,84154.0
2028,AND,84773.0
2029,AND,85143.0
2030,AND,85545.0
2031,AND,85818.0
2032,AND,85948.0
2033,AND,86021.0
2034,AND,86088.0
2035,AND,86125.0
2036,AND,86222.0
2037,AND,86021.0
2038,AND,85994.0
2039,AND,85888.0
2040,AND,85800.0
2041,AND,85536.0
2042,AND,85419.0
2043,AND,85149.0
2044,AND,84877.0
2045,AND,84479.0
2046,AND,84109.0
2047,AND,83725.0
2048,AND,83305.0
2049,AND,82868.0
2050,AND,82414.0
2051,AND,81976.0
2052,AND,81360.0
2053,AND,80790.0
2054,AND,80123.0
2055,AND,79408.0
2056,AND,78705.0
2057,AND,77956.0
2058,AND,77196.0
2059,AND,76426.0
2060,AND,75631.0
2061,AND,74814.0
2062,AND,73999.0
2063,AND,73173.0
2064,AND,72350.0
2065,AND,71514.0
2066,AND,70684.0
2067,AND,69999.0
2068,AND,69188.0
2069,AND,68371.0
2070,AND,67587.0
2071,AND,66836.0
2072,AND,66158.0
2073,AND,65420.0
2074,AND,64703.99999999999
2075,AND,64029.0
2076,AND,63311.0
2077,AND,62628.0
2078,AND,61885.0
2079,AND,61139.0
2080,AND,60435.0
2081,AND,59736.0
2082,AND,59040.0
2083,AND,58317.0
2084,AND,57611.0
2085,AND,56980.0
2086,AND,56349.0
2087,AND,55684.0
2088,AND,55031.0
2089,AND,54392.0
2090,AND,53728.0
2091,AND,53104.0
2092,AND,52457.0
2093,AND,51811.0
2094,AND,51157.0
2095,AND,50529.0
2096,AND,49893.0
2097,AND,49278.0
2098,AND,48668.0
2099,AND,48077.0
2100,AND,47504.0
2101,AND,46941.0
1950,ARE,72048.0
1951,ARE,76976.0
1952,ARE,82104.0
1953,ARE,87418.0
1954,ARE,92876.0
1955,ARE,98429.0
1956,ARE,104087.0
1957,ARE,109838.0
1958,ARE,115730.0
1959,ARE,121794.0
1960,ARE,128080.00000000001
1961,ARE,134589.0
1962,ARE,141389.0
1963,ARE,148503.0
1964,ARE,155919.0
1965,ARE,163465.0
1966,ARE,170742.0
1967,ARE,177211.0
1968,ARE,182189.0
1969,ARE,216642.0
1970,ARE,262678.0
1971,ARE,310393.0
1972,ARE,359661.0
1973,ARE,410366.0
1974,ARE,462431.0
1975,ARE,515741.99999999994
1976,ARE,569971.0
1977,ARE,661761.0
1978,ARE,758657.0
1979,ARE,859891.0
1980,ARE,964130.0
1981,ARE,1067270.0
1982,ARE,1132440.0
1983,ARE,1200300.0
1984,ARE,1270311.0
1985,ARE,1341681.0
1986,ARE,1414142.0
1987,ARE,1520624.0
1988,ARE,1627864.0
1989,ARE,1735712.0
1990,ARE,1843989.0
1991,ARE,1952451.0
1992,ARE,2060800.0000000002
1993,ARE,2168660.0
1994,ARE,2275527.0
1995,ARE,2380849.0
1996,ARE,2488476.0
1997,ARE,2706652.0
1998,ARE,2928167.0
1999,ARE,3152676.0
2000,ARE,3379342.0
2001,ARE,3607809.0
2002,ARE,3839372.0
2003,ARE,4074280.0
2004,ARE,4310634.0
2005,ARE,4547300.0
2006,ARE,4782280.0
2007,ARE,5235920.0
2008,ARE,6013349.0
2009,ARE,6591980.0
2010,ARE,6822136.0
2011,ARE,7054590.0
2012,ARE,7344257.0
2013,ARE,7649980.0
2014,ARE,8013714.0
2015,ARE,8460035.0
2016,ARE,8889231.0
2017,ARE,9172515.0
2018,ARE,9296139.0
2019,ARE,9397601.0
2020,ARE,9358094.0
2021,ARE,9538954.0
2022,ARE,10039142.0
2023,ARE,10445031.0
2024,ARE,10839131.0
2025,ARE,11215127.0
2026,ARE,11476873.0
2027,ARE,11672491.0
2028,ARE,11838700.0
2029,ARE,11985813.0
2030,ARE,12123467.0
2031,ARE,12257743.0
2032,ARE,12396478.0
2033,ARE,12539154.0
2034,ARE,12685376.0
2035,ARE,12834777.0
2036,ARE,12986627.0
2037,ARE,13140805.0
2038,ARE,13296790.0
2039,ARE,13454693.0
2040,ARE,13613685.0
2041,ARE,13773868.0
2042,ARE,13935181.0
2043,ARE,14097482.0
2044,ARE,14260709.0
2045,ARE,14424914.0
2046,ARE,14589818.0
2047,ARE,14757700.0
2048,ARE,14929935.0
2049,ARE,15103819.0
2050,ARE,15279410.0
2051,ARE,15455374.0
2052,ARE,15631969.0
2053,ARE,15809983.0
2054,ARE,15990056.0
2055,ARE,16172822.0
2056,ARE,16356957.0
2057,ARE,16543126.0
2058,ARE,16731930.0
2059,ARE,16923340.0
2060,ARE,17117055.0
2061,ARE,17312605.0
2062,ARE,17511669.0
2063,ARE,17714667.0
2064,ARE,17921094.0
2065,ARE,18131022.0
2066,ARE,18343784.0
2067,ARE,18559172.0
2068,ARE,18777555.0
2069,ARE,18998445.0
2070,ARE,19221863.0
2071,ARE,19446716.0
2072,ARE,19673553.0
2073,ARE,19901265.0
2074,ARE,20130535.0
2075,ARE,20359582.0
2076,ARE,20588995.0
2077,ARE,20818419.0
2078,ARE,21047605.0
2079,ARE,21276045.0
2080,ARE,21503904.0
2081,ARE,21730930.0
2082,ARE,21957296.0
2083,ARE,22182762.0
2084,ARE,22407360.0
2085,ARE,22630691.0
2086,ARE,22853141.0
2087,ARE,23075268.0
2088,ARE,23297426.0
2089,ARE,23519479.0
2090,ARE,23741829.0
2091,ARE,23963904.0
2092,ARE,24186470.0
2093,ARE,24409784.0
2094,ARE,24634192.0
2095,ARE,24859904.0
2096,ARE,25087108.0
2097,ARE,25316098.0
2098,ARE,25546910.0
2099,ARE,25780106.0
2100,ARE,26015286.0
2101,ARE,26253312.0
1950,ARG,16849682.0
1951,ARG,17186391.0
1952,ARG,17526543.0
1953,ARG,17871212.0
1954,ARG,18211391.0
1955,ARG,18551034.0
1956,ARG,18881023.0
1957,ARG,19218906.0
1958,ARG,19547163.0
1959,ARG,19881344.0
1960,ARG,20217875.0
1961,ARG,20554215.0
1962,ARG,20898337.0
1963,ARG,21246740.0
1964,ARG,21596670.0
1965,ARG,21942237.0
1966,ARG,22283022.0
1967,ARG,22624763.0
1968,ARG,22973355.0
1969,ARG,23327811.0
1970,ARG,23689611.0
1971,ARG,24067043.0
1972,ARG,24447373.0
1973,ARG,24841283.0
1974,ARG,25250727.0
1975,ARG,25671974.0
1976,ARG,26076241.0
1977,ARG,26488325.0
1978,ARG,26915285.0
1979,ARG,27349030.0
1980,ARG,27788760.0
1981,ARG,28234433.0
1982,ARG,28693485.0
1983,ARG,29155038.0
1984,ARG,29627626.0
1985,ARG,30098560.0
1986,ARG,30574321.0
1987,ARG,31049639.0
1988,ARG,31533884.0
1989,ARG,32027180.0
1990,ARG,32514716.0
1991,ARG,32997086.000000004
1992,ARG,33463502.0
1993,ARG,33923553.0
1994,ARG,34381880.0
1995,ARG,34845103.0
1996,ARG,35294937.0
1997,ARG,35732648.0
1998,ARG,36162935.0
1999,ARG,36582785.0
2000,ARG,37006579.0
2001,ARG,37421389.0
2002,ARG,37828262.0
2003,ARG,38230436.0
2004,ARG,38618128.0
2005,ARG,39013703.0
2006,ARG,39419876.0
2007,ARG,39824354.0
2008,ARG,40209172.0
2009,ARG,40639124.0
2010,ARG,41070538.0
2011,ARG,41506849.0
2012,ARG,41954472.0
2013,ARG,42368971.0
2014,ARG,42795940.0
2015,ARG,43252203.0
2016,ARG,43701821.0
2017,ARG,44098806.0
2018,ARG,44478982.0
2019,ARG,44830781.0
2020,ARG,45116150.0
2021,ARG,45267779.0
2022,ARG,45356784.0
2023,ARG,45459024.0
2024,ARG,45617778.0
2025,ARG,45774540.0
2026,ARG,45928215.0
2027,ARG,46079253.0
2028,ARG,46227431.0
2029,ARG,46372462.0
2030,ARG,46515067.0
2031,ARG,46654977.0
2032,ARG,46792494.0
2033,ARG,46927260.0
2034,ARG,47059773.0
2035,ARG,47189298.0
2036,ARG,47314690.0
2037,ARG,47436040.0
2038,ARG,47552984.0
2039,ARG,47664591.0
2040,ARG,47769055.0
2041,ARG,47866234.0
2042,ARG,47954762.0
2043,ARG,48034251.0
2044,ARG,48104871.0
2045,ARG,48166187.0
2046,ARG,48217495.0
2047,ARG,48257861.0
2048,ARG,48287123.0
2049,ARG,48304930.0
2050,ARG,48311619.0
2051,ARG,48306268.0
2052,ARG,48287927.0
2053,ARG,48256811.0
2054,ARG,48212663.0
2055,ARG,48156563.0
2056,ARG,48087895.0
2057,ARG,48006821.0
2058,ARG,47914399.0
2059,ARG,47811328.0
2060,ARG,47699324.0
2061,ARG,47578053.0
2062,ARG,47448900.0
2063,ARG,47312595.0
2064,ARG,47169780.0
2065,ARG,47020805.0
2066,ARG,46866019.0
2067,ARG,46706128.0
2068,ARG,46540831.0
2069,ARG,46369229.0
2070,ARG,46191796.0
2071,ARG,46009153.0
2072,ARG,45820613.0
2073,ARG,45627039.0
2074,ARG,45427367.0
2075,ARG,45221002.0
2076,ARG,45009243.0
2077,ARG,44791012.0
2078,ARG,44567123.0
2079,ARG,44335881.0
2080,ARG,44098307.0
2081,ARG,43854148.0
